LaptopID,CompanyName,TypeName,OSName,Inches,Ram,Weight,PriceEuros,CPUCompany,CPUModel,CPUFrequency,PrimaryStorage,SecondaryStorage,PrimaryStorageType,SecondaryStorageType,GPUCompany,GPUModel
2096,Dell,Workstation,Windows 7,13.9,4,2.92,1132.79,Samsung,A6-Series 9220,1.9,1024,1024,Hybrid,No,Intel,GeForce GTX 980M
2097,Xiaomi,Gaming,Windows 10,16.4,32,3.05,1097.45,Intel,Core i7 7500U,4.1,1024,256,Flash Storage,No,AMD,Radeon R5 M420
2098,Dell,Netbook,Windows 10,17.1,16,1.38,2535.07,AMD,Core i7 8550U,1.0,512,512,Hybrid,No,ARM,GeForce GTX 1060
2099,Asus,Netbook,macOS,13.5,8,1.02,1271.95,Samsung,Core i5 7500U,2.2,128,256,SSD,SSD,Nvidia,GeForce 930M
2100,Apple,Netbook,Mac OS X,13.2,8,1.61,642.56,Samsung,Core M 6Y30,1.4,128,256,HDD,SSD,AMD,GeForce GTX 930MX
2101,Asus,Netbook,No OS,13.2,4,3.02,1753.27,AMD,Celeron Quad Core N3160,1.8,256,1024,Hybrid,HDD,Nvidia,Radeon R5
2102,Dell,Ultrabook,No OS,14.0,8,1.57,885.93,Samsung,Atom Z8350,4.0,128,0,SSD,No,ARM,GeForce 930MX
2103,Toshiba,Notebook,Windows 10 S,13.6,32,2.3,1964.69,AMD,Core i5 6200U,3.4,512,1024,Hybrid,SSD,Nvidia,GeForce GTX 1050
2104,Razer,Notebook,Linux,14.5,8,1.49,2344.43,AMD,A4-Series 7210,1.5,512,512,Flash Storage,HDD,Nvidia,Iris Graphics 540
2105,Huawei,Ultrabook,No OS,16.7,8,2.38,1194.02,Intel,Core i7 7820HK,2.2,256,256,Hybrid,HDD,Intel,R4 Graphics
2106,Mediacom,Gaming,Chrome OS,14.1,32,2.77,1737.15,Samsung,Core M M3-6Y30,4.4,512,512,Hybrid,No,AMD,GeForce MX150
2107,Samsung,Netbook,Mac OS X,12.0,8,2.79,1353.07,AMD,Core M,1.7,512,256,Hybrid,HDD,Intel,Radeon 540
2108,HP,Gaming,Linux,15.7,4,1.64,2877.68,Intel,Core i5,3.2,128,0,Hybrid,No,Nvidia,GeForce 920M
2109,Xiaomi,Notebook,Windows 10 S,16.9,16,2.77,1142.1,Intel,Core i5 6200U,1.2,1024,0,SSD,SSD,AMD,Radeon 520
2110,MSI,Netbook,Chrome OS,12.5,32,3.11,1561.99,Intel,A9-Series 9420,3.6,256,512,Flash Storage,SSD,Nvidia,Radeon R5 520
2111,Samsung,Netbook,Windows 7,15.6,32,2.57,2280.89,Samsung,Xeon E3-1535M v6,1.3,1024,1024,SSD,HDD,Intel,Quadro M1200
2112,LG,2 in 1 Convertible,Windows 10,14.4,16,1.54,1480.18,Intel,Celeron Quad Core N3160,1.4,512,0,Flash Storage,HDD,Intel,HD Graphics
2113,Lenovo,Notebook,Mac OS X,16.6,16,1.66,410.58,AMD,Core i5 7200U,2.0,256,0,HDD,HDD,ARM,Quadro M620M
2114,Mediacom,Netbook,Chrome OS,14.3,32,1.64,1539.42,Intel,Ryzen 1600,2.3,512,1024,SSD,No,ARM,GeForce GTX 950M
2115,Dell,Notebook,Windows 7,16.5,4,3.16,788.66,Samsung,Core M m7-6Y75,2.9,128,256,Hybrid,HDD,ARM,Quadro M620M
2116,Microsoft,Gaming,Windows 10,14.0,8,2.5,833.42,Intel,Core i7 6600U,3.5,512,1024,Flash Storage,No,ARM,Iris Graphics 550
2117,Vero,Ultrabook,Linux,14.7,8,1.24,846.44,Samsung,Xeon E3-1505M V6,1.7,512,512,SSD,No,Nvidia,FirePro W4190M
2118,Razer,Netbook,No OS,12.5,16,1.45,378.54,AMD,Core i7 6920HQ,2.6,128,1024,SSD,SSD,AMD,Radeon R5 M330
2119,Vero,Netbook,Windows 7,12.1,32,2.82,1864.34,AMD,Core i5 6300HQ,3.8,512,512,Flash Storage,No,AMD,Quadro M620
2120,LG,Notebook,No OS,12.8,32,1.48,2161.24,AMD,Xeon E3-1535M v5,2.7,1024,1024,Hybrid,Hybrid,ARM,FirePro W5130M
2121,Samsung,Netbook,Mac OS X,13.7,32,1.18,2550.31,AMD,Core i5 7300HQ,2.7,128,512,Flash Storage,No,Nvidia,GeForce 930MX 
2122,Razer,Gaming,Windows 10,12.7,4,2.7,1623.02,AMD,Atom x5-Z8300,2.3,128,0,SSD,No,Intel,Radeon R4 Graphics
2123,Asus,Netbook,Linux,14.6,4,1.77,795.26,Intel,Core i7 7Y75,4.4,1024,256,SSD,SSD,Intel,Radeon R5 M430
2124,Apple,Workstation,Windows 7,17.0,4,3.0,1338.08,AMD,Core i3 6100U,3.5,128,512,SSD,SSD,ARM,Radeon R4 Graphics
2125,Google,Workstation,macOS,13.8,32,2.15,924.15,AMD,Celeron Dual Core N3060,4.4,1024,0,SSD,HDD,AMD,Radeon RX 540
2126,Lenovo,Gaming,Linux,12.9,8,1.14,1674.08,AMD,Atom Z8350,3.0,256,512,HDD,Hybrid,Intel,GeForce GTX 1070M
2127,Xiaomi,Netbook,Chrome OS,15.1,8,2.92,1620.01,Intel,E-Series E2-6110,1.4,512,512,SSD,Hybrid,ARM,Radeon RX 580
2128,Lenovo,Workstation,Windows 10 S,11.6,32,2.27,1397.01,Samsung,Core M 6Y54,2.9,1024,0,SSD,SSD,ARM,Iris Graphics 540
2129,Xiaomi,2 in 1 Convertible,Windows 10 S,17.2,32,3.15,2508.22,Samsung,A6-Series A6-9220,3.9,256,1024,HDD,SSD,ARM,Iris Pro Graphics
2130,Lenovo,Gaming,Mac OS X,12.5,32,3.1,2076.2,AMD,Celeron Quad Core N3710,2.4,512,512,Hybrid,Hybrid,ARM,Quadro M520M
2131,Microsoft,2 in 1 Convertible,Linux,17.1,4,1.87,2573.29,Samsung,Core i7 6920HQ,2.0,1024,512,HDD,No,AMD,GeForce MX130
2132,Apple,Netbook,Mac OS X,14.1,8,2.5,315.01,Samsung,Core i7 6500U,3.4,1024,512,Flash Storage,SSD,Nvidia,Radeon Pro 455
2133,MSI,Gaming,Android,13.2,4,2.93,1601.51,Intel,Core i5 7300U,1.8,256,256,HDD,Hybrid,AMD,GeForce GTX 1060
2134,Asus,Notebook,Windows 10 S,15.0,16,3.44,1717.13,Samsung,E-Series 9000e,3.8,128,1024,Flash Storage,Hybrid,AMD,GeForce MX150
2135,Microsoft,Ultrabook,Android,11.6,32,1.55,2489.15,Samsung,Core i7 7820HK,3.9,512,0,SSD,HDD,ARM,Quadro M1200
2136,Google,Notebook,Windows 7,14.2,32,1.51,2705.3,AMD,A10-Series 9620P,2.0,1024,512,Hybrid,Hybrid,Intel,GeForce GTX 1050 Ti
2137,Chuwi,Notebook,Chrome OS,12.7,32,1.66,1206.32,Intel,Core i3 6006U,3.5,512,0,SSD,No,Intel,GeForce 930MX 
2138,Samsung,Gaming,macOS,14.4,4,2.71,1910.08,Intel,Core i7 6820HQ,2.0,512,1024,Hybrid,Hybrid,AMD,GeForce GTX 965M
2139,Chuwi,Notebook,macOS,14.0,16,1.63,2701.51,AMD,FX 8800P,2.3,1024,256,HDD,No,Nvidia,GeForce GTX 1070M
2140,Lenovo,Gaming,macOS,12.7,32,1.07,1389.42,Samsung,E-Series 7110,2.2,1024,0,Hybrid,No,Intel,HD Graphics
2141,Lenovo,Notebook,Windows 10 S,16.9,8,2.42,643.92,AMD,A10-Series 9620P,1.9,512,0,Flash Storage,HDD,ARM,GeForce 930M
2142,Google,Gaming,macOS,13.5,4,2.22,478.57,Intel,A4-Series 7210,3.8,1024,512,SSD,No,ARM,GeForce GTX 940MX
2143,HP,Gaming,macOS,17.1,8,2.9,2137.97,AMD,Core i5 7Y57,2.9,512,256,SSD,HDD,Nvidia,GeForce GTX 965M
2144,Xiaomi,Gaming,Mac OS X,14.1,16,2.65,2163.27,Intel,A6-Series A6-9220,4.1,256,1024,Flash Storage,No,Intel,GeForce 150MX
2145,Asus,Gaming,Windows 7,16.6,8,2.98,2421.86,AMD,Core i5 7Y54,3.6,128,1024,Hybrid,SSD,Nvidia,R4 Graphics
2146,Microsoft,Ultrabook,Windows 7,14.8,16,3.49,1886.58,Intel,Core i7 7560U,4.5,128,1024,HDD,Hybrid,Intel,GeForce 960M
2147,Huawei,Notebook,Windows 10 S,15.1,4,1.31,1276.33,Intel,FX 8800P,1.1,256,1024,Hybrid,HDD,AMD,HD Graphics 620
2148,Lenovo,Notebook,Android,16.4,32,1.88,2916.44,Intel,A9-Series 9420,2.5,128,512,HDD,No,AMD,HD Graphics 5300
2149,Mediacom,Notebook,Windows 10,11.7,8,3.17,1995.48,AMD,Core i5 6200U,1.3,512,0,SSD,SSD,AMD,Iris Graphics 540
2150,Acer,Workstation,Windows 7,12.4,4,2.9,2170.74,AMD,Core i5 6300U,1.4,128,512,SSD,No,AMD,GeForce MX150
2151,Xiaomi,Netbook,Windows 7,13.2,32,1.54,1693.75,AMD,Core i7 6820HK,3.1,256,256,HDD,SSD,Nvidia,GeForce GTX 1070
2152,Google,Ultrabook,Android,16.5,8,2.22,2620.82,Intel,Celeron Quad Core N3160,4.0,1024,512,Flash Storage,SSD,Intel,Radeon R7 M460
2153,Huawei,Notebook,Android,13.7,32,2.71,2389.81,Samsung,Core M M7-6Y75,3.5,512,512,SSD,HDD,Intel,HD Graphics 530
2154,Asus,2 in 1 Convertible,Windows 10 S,15.7,16,3.11,1006.86,Samsung,Core i3 6100U,2.4,512,0,HDD,SSD,Intel,GeForce 940M
2155,Huawei,Workstation,macOS,14.5,8,2.64,1077.89,Samsung,A6-Series A6-9220,1.1,512,0,Hybrid,Hybrid,Nvidia,R17M-M1-70
2156,Xiaomi,2 in 1 Convertible,Mac OS X,13.7,16,2.27,510.07,Intel,Xeon E3-1535M v6,3.6,256,256,Hybrid,Hybrid,Nvidia,Radeon RX 550
2157,Mediacom,Gaming,Chrome OS,16.9,16,1.93,2659.48,AMD,A10-Series A10-9620P,4.1,128,256,Flash Storage,Hybrid,AMD,GeForce 960M
2158,Toshiba,Workstation,Mac OS X,14.4,32,2.54,345.97,Intel,E-Series 9000,2.0,512,512,HDD,SSD,ARM,GeForce GT 940MX
2159,Microsoft,Workstation,No OS,14.1,8,1.49,1821.83,AMD,Core M M7-6Y75,4.0,128,256,HDD,SSD,AMD,GTX 980 SLI
2160,Apple,Notebook,Chrome OS,14.1,16,2.56,2436.33,AMD,Core i7 6600U,1.4,256,256,Hybrid,HDD,ARM,GeForce GTX 980M
2161,Xiaomi,Notebook,No OS,17.0,16,3.37,2172.26,Intel,E-Series 9000e,1.4,128,0,HDD,SSD,Nvidia,GTX 980 SLI
2162,Fujitsu,Notebook,Linux,13.6,16,3.22,1281.53,AMD,Celeron Dual Core N3060,4.4,1024,256,Flash Storage,SSD,ARM,Radeon R7 Graphics
2163,Razer,Gaming,Windows 7,11.9,16,2.9,1114.11,Samsung,Core i5 6260U,1.3,1024,0,HDD,HDD,Intel,FirePro W5130M
2164,Acer,Netbook,Android,15.5,16,2.91,552.42,Samsung,Core i5 6260U,2.6,256,256,Hybrid,Hybrid,Intel,Quadro 3000M
2165,MSI,Ultrabook,Windows 10 S,11.8,16,2.62,366.0,Intel,Core i7 8550U,2.3,256,0,SSD,No,Nvidia,Quadro M3000M
2166,Chuwi,Notebook,macOS,12.5,16,1.12,1949.94,Intel,Pentium Quad Core N3700,3.4,256,256,Hybrid,HDD,ARM,GeForce GTX 960
2167,HP,Notebook,macOS,15.4,8,2.36,2017.96,Samsung,Pentium Quad Core N4200,4.3,128,256,HDD,SSD,ARM,GeForce GTX 965M
2168,Asus,Gaming,Chrome OS,14.1,8,2.87,1037.02,Intel,Core i5 7200U,2.9,512,0,Flash Storage,SSD,AMD,GeForce GTX 1050Ti
2169,Vero,Gaming,Linux,14.3,8,2.82,1415.18,AMD,A9-Series 9420,1.9,256,256,Hybrid,Hybrid,ARM,GeForce GTX 1070
2170,Mediacom,2 in 1 Convertible,Android,14.6,32,2.11,2607.79,AMD,A12-Series 9700P,3.0,512,1024,Hybrid,No,Nvidia,GeForce MX130
2171,Vero,2 in 1 Convertible,Mac OS X,17.2,16,1.62,2488.01,AMD,Core M m3-7Y30,2.4,256,256,HDD,No,AMD,Quadro M2200
2172,Vero,2 in 1 Convertible,macOS,16.4,32,1.67,2878.91,AMD,Core i5 6440HQ,2.5,128,0,Flash Storage,HDD,AMD,GeForce GTX 1050 Ti
2173,Dell,Netbook,Windows 10 S,14.8,8,1.46,441.62,AMD,E-Series 6110,1.8,512,0,Hybrid,No,AMD,HD Graphics 530
2174,Razer,Gaming,Linux,15.6,16,2.24,960.44,AMD,Core i7 7600U,2.1,1024,512,Hybrid,Hybrid,Nvidia,Quadro M500M
2175,Mediacom,2 in 1 Convertible,Windows 10 S,14.8,4,1.14,1251.92,Intel,A6-Series 9220,4.2,1024,1024,HDD,SSD,Nvidia,GeForce 920MX
2176,Razer,Notebook,Windows 10,14.3,16,2.03,989.47,AMD,Pentium Quad Core N3710,1.7,512,512,Flash Storage,No,Intel,Radeon R7 M445
2177,Dell,Ultrabook,Windows 7,14.1,16,2.14,569.33,AMD,Celeron Dual Core N3350,1.2,512,0,SSD,SSD,Intel,FirePro W4190M
2178,Huawei,Gaming,Android,15.2,8,1.56,2673.63,Samsung,Core i7 7820HQ,1.2,128,512,Flash Storage,HDD,AMD,GeForce 920
2179,LG,2 in 1 Convertible,Chrome OS,16.7,32,2.78,852.99,AMD,Atom X5-Z8350,3.1,128,512,Flash Storage,HDD,AMD,Radeon R2 Graphics
2180,Asus,Ultrabook,Windows 10 S,11.8,4,2.84,1625.88,Intel,A12-Series 9720P,1.5,128,512,HDD,Hybrid,Nvidia,Graphics 620
2181,Razer,Netbook,macOS,13.5,8,2.18,2198.88,AMD,A12-Series 9700P,3.2,128,0,HDD,HDD,Nvidia,Radeon R7 M460
2182,Chuwi,Ultrabook,Linux,17.0,4,2.57,1593.66,Samsung,A9-Series 9410,2.3,256,0,Hybrid,No,Intel,Radeon R5 520
2183,Dell,Notebook,No OS,13.9,32,1.72,2469.66,Intel,Core i3 6100U,1.4,1024,256,Flash Storage,No,Nvidia,GeForce GTX 1050 Ti
2184,Acer,2 in 1 Convertible,Windows 10,14.1,8,3.0,784.96,AMD,Core i7 7Y75,2.2,128,256,Flash Storage,HDD,ARM,Radeon R5 M430
2185,Razer,Netbook,Android,14.5,32,2.91,976.48,AMD,Core i7 7600U,2.2,1024,1024,Flash Storage,No,AMD,Iris Graphics 550
2186,Samsung,Workstation,macOS,12.4,16,1.28,320.8,AMD,Pentium Quad Core N3700,4.2,1024,0,Hybrid,No,Nvidia,GeForce GT 940MX
2187,Acer,Ultrabook,Windows 10,12.1,4,3.12,1524.83,Samsung,Celeron Quad Core N3710,1.7,256,256,HDD,HDD,AMD,Radeon R9 M385
2188,MSI,Ultrabook,Android,13.2,16,2.84,2192.33,Intel,Core i5 7440HQ,2.2,128,1024,HDD,HDD,AMD,Radeon Pro 560
2189,Google,Notebook,macOS,12.4,8,1.99,1015.68,Samsung,E-Series E2-9000,3.7,512,0,SSD,HDD,Intel,Radeon RX 550
2190,Acer,Workstation,No OS,13.4,16,2.36,388.5,AMD,E-Series E2-9000e,1.2,256,256,HDD,Hybrid,Nvidia,GeForce GTX 930MX
2191,MSI,Notebook,Windows 10 S,12.8,8,1.02,1601.38,AMD,Cortex A72&A53,2.1,1024,0,SSD,SSD,Intel,Iris Graphics 550
2192,Microsoft,Notebook,Chrome OS,16.9,4,2.6,696.15,AMD,Core i5 7200U,3.9,512,1024,SSD,No,AMD,GTX 980 SLI
2193,Lenovo,2 in 1 Convertible,Mac OS X,16.5,32,1.23,2033.25,Samsung,Core i5 7300U,2.3,128,1024,Hybrid,Hybrid,Nvidia,Iris Plus Graphics 650
2194,Xiaomi,2 in 1 Convertible,No OS,14.4,8,3.42,2390.42,Intel,A9-Series 9420,3.7,128,0,HDD,SSD,Intel,Quadro 3000M
2195,Vero,2 in 1 Convertible,Windows 7,12.7,4,2.22,872.08,AMD,A10-Series A10-9620P,3.3,128,512,HDD,No,ARM,R17M-M1-70
2196,Toshiba,Netbook,Windows 10,17.2,16,2.43,2814.77,AMD,A10-Series 9620P,1.1,1024,1024,HDD,No,Nvidia,GeForce GTX 980M
2197,Lenovo,Ultrabook,Chrome OS,14.7,16,2.06,2061.89,Samsung,Celeron Dual Core N3060,2.6,256,1024,SSD,HDD,ARM,GeForce GTX 980 
2198,Acer,Ultrabook,Windows 7,14.1,4,2.85,371.25,Samsung,Core M 6Y75,2.5,128,0,HDD,No,Intel,Quadro M1000M
2199,Mediacom,Ultrabook,macOS,16.6,8,2.25,1396.78,Intel,E-Series E2-9000,1.1,1024,1024,Hybrid,Hybrid,Intel,Radeon Pro 555
2200,Microsoft,Workstation,Chrome OS,12.4,32,2.27,2678.54,Intel,Core i7 8650U,3.0,1024,1024,HDD,Hybrid,Intel,Radeon R4
2201,Mediacom,Notebook,Android,17.1,16,1.98,2455.02,Samsung,Atom x5-Z8300,4.5,256,256,SSD,SSD,Intel,Radeon RX 580
2202,Xiaomi,Gaming,Mac OS X,16.5,32,2.99,2272.64,Samsung,A12-Series 9700P,1.6,128,0,Hybrid,SSD,Intel,Radeon R5 430
2203,Mediacom,Workstation,Linux,16.6,32,2.6,810.67,Samsung,E-Series E2-6110,2.9,128,1024,Hybrid,SSD,ARM,GeForce 920M
2204,Samsung,Gaming,Mac OS X,13.7,16,2.64,1128.62,Samsung,Core i7 6920HQ,2.3,1024,0,Flash Storage,SSD,AMD,HD Graphics 620 
2205,HP,Ultrabook,Mac OS X,12.0,32,3.23,1449.62,Samsung,E-Series E2-6110,1.5,1024,0,SSD,Hybrid,AMD,Radeon RX 580
2206,Xiaomi,Notebook,macOS,12.8,4,1.61,1798.81,Samsung,Core i5 6200U,1.1,1024,256,Hybrid,SSD,AMD,GeForce GTX 1070
2207,Huawei,Netbook,Windows 10,14.0,8,1.13,1915.2,AMD,Core i5 6300HQ,4.3,512,1024,SSD,No,AMD,Quadro M620M
2208,Lenovo,Gaming,Mac OS X,13.3,16,1.31,923.05,Intel,A6-Series 9220,1.5,256,0,Hybrid,Hybrid,ARM,HD Graphics 505
2209,Apple,Notebook,Linux,15.5,32,1.93,2346.7,Samsung,Core M m3,2.1,1024,1024,Hybrid,No,ARM,Radeon RX 550
2210,Chuwi,Ultrabook,Windows 10,15.4,8,1.75,1162.02,AMD,Core i5 7Y54,2.8,128,0,HDD,Hybrid,Nvidia,Iris Plus Graphics 650
2211,LG,Notebook,Chrome OS,12.5,16,2.29,2279.3,Intel,Celeron Quad Core N3450,3.1,512,1024,HDD,Hybrid,AMD,Radeon R7
2212,Microsoft,Notebook,Mac OS X,14.9,32,2.34,2702.76,AMD,Core i5,3.8,512,512,SSD,Hybrid,Nvidia,Radeon 520
2213,LG,Workstation,Linux,13.1,4,1.15,2235.51,Intel,Core i7 6600U,1.5,1024,1024,HDD,HDD,Nvidia,Radeon RX 560
2214,LG,Notebook,No OS,16.8,4,1.27,1716.34,Intel,Xeon E3-1535M v6,2.9,1024,0,Flash Storage,HDD,AMD,GeForce 920MX 
2215,Mediacom,Netbook,Mac OS X,14.6,4,1.25,1177.37,AMD,Core i7 8550U,4.0,512,1024,HDD,Hybrid,Intel,HD Graphics 540
2216,Acer,Gaming,Linux,16.4,8,1.96,1115.1,AMD,A10-Series 9600P,2.0,256,0,Flash Storage,No,AMD,GTX 980 SLI
2217,Microsoft,Gaming,Windows 10,12.4,8,2.42,310.71,Intel,Core i5 7Y57,1.9,512,256,HDD,Hybrid,ARM,GeForce MX150
2218,Huawei,Netbook,Chrome OS,15.5,4,2.04,2449.49,Intel,Xeon E3-1535M v5,2.8,128,0,Hybrid,SSD,Intel,GeForce GTX 980M
2219,Chuwi,Netbook,Windows 10,12.0,4,2.85,301.23,Intel,Pentium Quad Core N4200,2.0,128,1024,HDD,Hybrid,Intel,FirePro W4190M 
2220,Google,Ultrabook,Android,14.1,4,2.32,2876.53,AMD,Core i7 6500U,1.4,256,256,Hybrid,Hybrid,Nvidia,Radeon R7 M465
2221,Apple,Notebook,Windows 7,13.5,4,1.82,1463.96,AMD,Core i5 6300HQ,1.4,128,512,Hybrid,HDD,Intel,GeForce 920
2222,Huawei,Notebook,Linux,15.0,8,1.21,1879.22,Intel,Core M m7-6Y75,3.4,512,256,HDD,No,Nvidia,GeForce 940MX
2223,Toshiba,Ultrabook,No OS,12.8,16,2.73,1371.28,Samsung,Core i5 6260U,1.7,128,512,Flash Storage,Hybrid,Nvidia,GeForce 930MX
2224,Apple,Ultrabook,Windows 10,16.3,4,1.27,1115.32,Intel,Core i7 7700HQ,1.2,512,512,Hybrid,Hybrid,ARM,Quadro M1200
2225,Toshiba,2 in 1 Convertible,No OS,15.5,8,2.16,2836.64,Samsung,E-Series E2-6110,1.9,1024,1024,HDD,No,ARM,GeForce GTX 1050M
2226,Microsoft,Workstation,No OS,17.3,16,1.48,703.74,Intel,A6-Series 7310,3.3,128,0,Flash Storage,No,Nvidia,Radeon R2
2227,Chuwi,Ultrabook,Android,13.9,8,3.22,936.72,Intel,Core M M3-6Y30,1.9,128,256,Flash Storage,SSD,ARM,GeForce 930MX 
2228,Vero,Gaming,No OS,15.2,8,1.03,676.48,Intel,Core i7 7820HK,1.6,1024,1024,SSD,Hybrid,ARM,FirePro W4190M 
2229,Apple,Netbook,Windows 10,15.1,8,2.63,2013.1,Samsung,Core M M7-6Y75,3.1,1024,1024,Hybrid,Hybrid,Nvidia,Iris Pro Graphics
2230,Fujitsu,Workstation,Chrome OS,14.4,8,1.19,1511.82,AMD,Atom x5-Z8550,3.8,128,0,Flash Storage,HDD,Intel,Radeon R5 M330
2231,Xiaomi,Ultrabook,macOS,15.5,32,3.42,690.53,AMD,Celeron Dual Core N3350,2.2,256,1024,HDD,SSD,Intel,GeForce GTX 940M
2232,Fujitsu,2 in 1 Convertible,Mac OS X,15.0,32,3.5,1472.89,Samsung,E-Series 9000,3.5,512,256,Flash Storage,No,AMD,Radeon R5 M330
2233,Google,2 in 1 Convertible,Mac OS X,16.8,8,3.43,1991.71,AMD,Core i5 6300HQ,3.3,128,1024,SSD,SSD,AMD,Quadro M1000M
2234,MSI,Netbook,Chrome OS,16.0,8,1.2,1958.33,AMD,Core i5 6260U,1.8,128,1024,Flash Storage,No,AMD,HD Graphics 515
2235,MSI,Netbook,Chrome OS,15.7,16,1.02,1567.06,Samsung,Core i5,2.7,512,0,HDD,SSD,ARM,Iris Graphics 540
2236,Xiaomi,Gaming,Windows 10 S,14.5,32,1.31,490.87,Samsung,Core i5 7200U,3.8,512,0,HDD,SSD,Nvidia,Radeon RX 560
2237,Lenovo,Notebook,Android,14.9,16,1.25,2506.26,Intel,E-Series 9000,1.1,512,0,HDD,SSD,Intel,Graphics 620
2238,Razer,Notebook,Android,12.2,4,1.06,1408.95,AMD,A8-Series 7410,1.4,256,1024,Flash Storage,Hybrid,Nvidia,Radeon R7 M465
2239,Apple,Netbook,macOS,13.0,32,1.59,2683.84,Intel,Core i3 7130U,1.8,256,1024,Hybrid,Hybrid,Intel,GeForce 920
2240,Chuwi,Workstation,Windows 10,12.8,4,1.35,516.48,Intel,E-Series E2-9000,3.9,256,512,HDD,Hybrid,Nvidia,Radeon R2
2241,Asus,Ultrabook,Windows 10,14.1,16,3.37,1442.4,AMD,Core i5 6200U,1.2,512,256,Flash Storage,No,Intel,GeForce GTX1050 Ti
2242,Google,Gaming,Windows 10,17.2,4,3.04,2276.41,AMD,Core i5 6260U,4.1,128,0,Flash Storage,No,Intel,GeForce GTX 1050 Ti
2243,Razer,Netbook,Windows 7,17.0,4,2.69,2777.78,Intel,Core i7 7500U,2.8,512,0,HDD,No,Intel,HD Graphics 405
2244,HP,Notebook,Windows 7,13.1,32,1.16,2012.9,AMD,Celeron Dual Core N3050,2.6,256,256,SSD,SSD,ARM,Mali T860 MP4
2245,Apple,Notebook,Windows 10,17.1,16,1.47,1140.75,AMD,Core i7 7820HK,1.7,256,512,HDD,HDD,Intel,Radeon R5
2246,Razer,Netbook,No OS,16.6,4,1.74,1366.77,Intel,Core i5 7200U,3.2,128,256,SSD,HDD,Nvidia,Quadro M1200
2247,Huawei,Workstation,Chrome OS,14.9,8,1.12,1575.37,Intel,Pentium Quad Core N3700,3.4,256,512,Hybrid,Hybrid,AMD,Radeon 540
2248,Acer,Gaming,Windows 10 S,16.1,4,2.78,2461.99,Samsung,A6-Series 7310,4.3,1024,1024,Hybrid,Hybrid,ARM,Radeon R3
2249,Mediacom,Netbook,No OS,12.8,32,2.16,506.43,Intel,Core M,2.9,256,1024,Flash Storage,No,Nvidia,Radeon R7 M460
2250,Samsung,Notebook,macOS,13.2,4,2.47,1161.53,Samsung,Xeon E3-1535M v6,2.4,128,1024,Flash Storage,SSD,Intel,GeForce GTX1050 Ti
2251,Fujitsu,Workstation,macOS,14.4,32,2.95,2265.37,Intel,Core i5 7Y54,3.2,128,512,Hybrid,SSD,Nvidia,Quadro M520M
2252,Chuwi,2 in 1 Convertible,No OS,16.0,16,1.6,1356.5,Intel,Core i7 8550U,2.3,512,512,Flash Storage,HDD,AMD,HD Graphics 405
2253,Acer,Workstation,Android,13.0,32,1.57,1147.84,AMD,Core i3 6100U,1.0,128,1024,SSD,SSD,AMD,Radeon RX 540
2254,Fujitsu,Workstation,Linux,12.7,16,1.9,2051.98,Samsung,A8-Series 7410,3.6,512,512,HDD,No,ARM,Radeon R9 M385
2255,Google,Workstation,Windows 10 S,14.2,8,2.61,2723.22,Intel,Core i7 8650U,3.7,128,0,Hybrid,HDD,Intel,Radeon RX 560
2256,Apple,2 in 1 Convertible,Linux,14.4,4,3.47,2412.19,AMD,Ryzen 1600,1.4,1024,512,Hybrid,No,Nvidia,HD Graphics 615
2257,Apple,Workstation,Linux,14.7,32,2.21,1708.9,AMD,Core i7 6500U,1.5,1024,256,HDD,SSD,ARM,GeForce MX150
2258,Microsoft,2 in 1 Convertible,Windows 7,14.0,4,1.29,342.31,Intel,Xeon E3-1535M v6,2.6,128,256,Flash Storage,HDD,Nvidia,GeForce GT 940MX
2259,HP,Workstation,Linux,15.4,8,2.96,378.7,Intel,Celeron Dual Core N3350,2.1,1024,1024,Hybrid,SSD,Intel,Radeon R7 M365X
2260,Chuwi,Workstation,macOS,13.1,8,2.28,572.97,AMD,Core i5 7Y57,3.2,256,512,Hybrid,HDD,Nvidia,GeForce GT 940MX
2261,Apple,Netbook,Windows 7,12.3,8,1.15,1681.48,AMD,Core i5 7Y54,1.5,128,512,HDD,Hybrid,Nvidia,HD Graphics 615
2262,Google,Ultrabook,Windows 10,14.2,4,3.24,1581.5,Intel,Core i5 7Y54,1.9,1024,512,Flash Storage,HDD,Nvidia,GeForce GTX 950M
2263,Samsung,Netbook,macOS,17.1,16,1.52,672.8,Intel,FX 8800P,3.4,256,0,SSD,SSD,Nvidia,Radeon Pro 560
2264,Acer,Ultrabook,macOS,15.2,4,1.95,1619.76,Intel,Ryzen 1600,3.3,256,0,SSD,SSD,AMD,GeForce 930MX 
2265,Acer,Workstation,Linux,13.1,32,2.96,1481.89,Intel,A12-Series 9720P,3.9,512,256,HDD,Hybrid,Intel,HD Graphics 400
2266,Razer,Ultrabook,Android,15.4,16,1.68,682.51,Samsung,Atom x5-Z8350,2.9,512,512,Flash Storage,Hybrid,Nvidia,GeForce GTX1050 Ti
2267,Dell,Gaming,Windows 7,12.3,16,1.15,587.46,Samsung,Core i5 6260U,3.9,512,0,Flash Storage,HDD,AMD,GeForce 150MX
2268,Xiaomi,2 in 1 Convertible,Android,15.0,16,2.28,2172.89,Samsung,A4-Series 7210,2.2,256,0,HDD,No,ARM,HD Graphics 515
